customer_id,signup_date,age,gender,country,segment,is_churned,lifetime_value,email_opt_in,has_app,username,email,password
C00026,3/22/2022,26,M,DE,Regular,0,938.57,1,0,user_c00026,user_c00026@gmail.com,00027VJIqVL
C00027,4/8/2024,22,M,CA,Budget Shopper,1,352.48,1,1,user_c00027,user_c00027@gmail.com,00028B5Lzxo
C00028,3/2/2024,40,M,US,Budget Shopper,0,549.13,1,1,user_c00028,user_c00028@gmail.com,00029iGFfWd
C00029,5/11/2020,18,F,UK,Premium,0,4062.86,1,0,user_c00029,user_c00029@gmail.com,000303hjOkY
C00030,6/18/2023,44,M,JP,Premium,0,2339.65,1,1,user_c00030,user_c00030@gmail.com,00031RBMeyy
C00031,6/2/2024,40,Prefer not to say,UK,Occasional Visitor,1,654.77,1,1,user_c00031,user_c00031@gmail.com,00032MDHqJ3
C00032,12/8/2022,30,F,US,Regular,0,899.47,1,0,user_c00032,user_c00032@gmail.com,000338aRUhR
C00033,10/9/2023,34,M,US,Regular,0,1357.05,1,1,user_c00033,user_c00033@gmail.com,000344IWrXP
C00034,9/11/2022,20,Prefer not to say,UK,Regular,0,858.84,0,0,user_c00034,user_c00034@gmail.com,00035vhsBkD
C00035,12/5/2021,44,F,US,Budget Shopper,0,662.45,1,0,user_c00035,user_c00035@gmail.com,00036a9U4Uq
C00036,11/7/2022,37,M,IN,Budget Shopper,1,295.4,1,0,user_c00036,user_c00036@gmail.com,00037GWlG6g
C00037,7/15/2023,38,M,JP,Regular,0,1152.89,1,1,user_c00037,user_c00037@gmail.com,000383Ot1OG
C00038,5/22/2023,41,F,JP,Budget Shopper,1,582.92,0,1,user_c00038,user_c00038@gmail.com,00039MmjxWk
C00039,8/4/2020,27,F,US,Premium,0,2857.47,1,1,user_c00039,user_c00039@gmail.com,00040I9X7H6
C00040,4/12/2024,18,F,UK,Regular,0,1290.38,1,1,user_c00040,user_c00040@gmail.com,00041aMuFbh
C00041,12/29/2020,46,F,US,Premium,1,2559.62,1,0,user_c00041,user_c00041@gmail.com,000427x41Zt
C00042,11/12/2022,43,F,US,Premium,0,3092.15,1,1,user_c00042,user_c00042@gmail.com,00043pdp4K8
C00043,2/2/2022,28,F,CA,Regular,0,827.48,1,1,user_c00043,user_c00043@gmail.com,00044ffUF0e
C00044,3/21/2020,39,F,US,Premium,0,2013.52,0,0,user_c00044,user_c00044@gmail.com,00045WIXiiQ
C00045,6/25/2023,50,F,US,Premium,0,2158.17,1,0,user_c00045,user_c00045@gmail.com,00046E8JkqH
C00046,1/22/2023,48,M,IN,Regular,0,1507.97,1,0,user_c00046,user_c00046@gmail.com,000473MB9n7
C00047,10/1/2021,28,F,AU,Budget Shopper,0,558.27,0,1,user_c00047,user_c00047@gmail.com,00048IWUSmT
C00048,1/1/2020,18,M,BR,Premium,1,2809.16,0,1,user_c00048,user_c00048@gmail.com,00049tzQPxC
C00049,6/14/2021,19,F,US,Budget Shopper,0,477.61,1,0,user_c00049,user_c00049@gmail.com,000505HChpo
C00050,8/5/2021,31,M,IN,Budget Shopper,0,602.1,1,0,user_c00050,user_c00050@gmail.com,00051evbLJo
C00051,3/27/2024,52,F,US,Budget Shopper,1,306,0,1,user_c00051,user_c00051@gmail.com,00052LoaeTO
C00052,7/25/2020,26,M,US,Premium,0,2154.65,1,0,user_c00052,user_c00052@gmail.com,00053doe5c3
C00053,12/5/2022,27,F,UK,Premium,0,2269.57,0,1,user_c00053,user_c00053@gmail.com,00054veGprQ
C00054,1/26/2023,27,M,CA,Premium,0,2115.41,1,1,user_c00054,user_c00054@gmail.com,00055FnIiU7
C00055,4/9/2022,28,Non-binary,UK,Premium,0,2207.24,1,1,user_c00055,user_c00055@gmail.com,000564KKEpY
C00056,11/13/2022,34,M,AU,Regular,0,1250.39,1,0,user_c00056,user_c00056@gmail.com,00057EZAmgg
C00057,1/7/2023,19,F,US,Regular,0,1165.55,0,1,user_c00057,user_c00057@gmail.com,00058QBwBAD
C00058,2/2/2022,48,F,BR,Budget Shopper,0,649.21,0,1,user_c00058,user_c00058@gmail.com,000593UdRPP
C00059,8/17/2023,33,M,US,Budget Shopper,0,239.22,0,0,user_c00059,user_c00059@gmail.com,00060gdzUvZ
C00060,1/29/2023,64,F,FR,Premium,0,3292.95,1,1,user_c00060,user_c00060@gmail.com,000613gpmmI
C00061,7/16/2023,20,Non-binary,BR,Regular,0,921.33,0,0,user_c00061,user_c00061@gmail.com,00062CiBlrD
C00062,2/27/2024,54,F,CA,Regular,0,1461.89,1,1,user_c00062,user_c00062@gmail.com,00063p37eCZ
C00063,5/21/2020,51,Non-binary,IN,Premium,0,2149.48,1,1,user_c00063,user_c00063@gmail.com,0006432JgdP
C00064,4/19/2023,30,M,DE,Regular,1,1201.62,0,1,user_c00064,user_c00064@gmail.com,00065I1af7W
C00065,6/29/2024,30,Non-binary,US,Regular,0,803.88,1,1,user_c00065,user_c00065@gmail.com,000662pkAFE
C00066,11/15/2022,23,F,DE,Regular,1,765.56,1,1,user_c00066,user_c00066@gmail.com,00067n3z5dk
C00067,4/16/2024,24,F,DE,Regular,0,1259.81,0,1,user_c00067,user_c00067@gmail.com,00068yayq7Y
C00068,3/21/2022,34,F,US,Budget Shopper,0,166.99,0,1,user_c00068,user_c00068@gmail.com,00069YDsBS9
C00069,2/19/2024,35,F,UK,Regular,0,765.83,0,1,user_c00069,user_c00069@gmail.com,00070UYJQTF
C00070,4/12/2024,18,F,US,Budget Shopper,0,595.84,1,1,user_c00070,user_c00070@gmail.com,00071jmsn9d
C00071,3/6/2023,62,F,US,Regular,1,986.05,0,1,user_c00071,user_c00071@gmail.com,00072LVIdVu
C00072,6/18/2022,31,M,MX,VIP,0,3897.25,1,0,user_c00072,user_c00072@gmail.com,00073ddLEG6
C00073,10/30/2022,35,F,JP,Budget Shopper,0,690.35,1,1,user_c00073,user_c00073@gmail.com,000742Hkd9G
C00074,2/9/2022,27,M,DE,Budget Shopper,0,734.3,1,0,user_c00074,user_c00074@gmail.com,00075f2leMe
C00075,11/16/2022,31,F,US,Budget Shopper,0,500.05,0,0,user_c00075,user_c00075@gmail.com,00076R3pzh8
C00076,5/13/2024,30,F,US,Budget Shopper,0,659.22,1,1,user_c00076,user_c00076@gmail.com,000774KpLMc
C00077,1/20/2020,34,M,US,Premium,0,3310.22,0,1,user_c00077,user_c00077@gmail.com,00078NfAQLK
C00078,9/19/2021,34,M,US,Regular,1,1095.51,1,1,user_c00078,user_c00078@gmail.com,00079Hu7qnQ
C00079,9/29/2021,44,M,AU,Premium,0,2092.67,1,0,user_c00079,user_c00079@gmail.com,00080Tupqzi
C00080,3/9/2021,37,F,UK,Premium,0,2453.23,1,0,user_c00080,user_c00080@gmail.com,00081QPtDu7
C00081,3/7/2023,43,M,UK,Regular,0,700.01,1,1,user_c00081,user_c00081@gmail.com,00082W7eaDN
C00082,4/5/2021,34,M,US,Premium,1,2740.77,1,0,user_c00082,user_c00082@gmail.com,00083KgeInG
C00083,4/21/2023,37,M,BR,Budget Shopper,0,458.82,0,1,user_c00083,user_c00083@gmail.com,00084qi7w4e
C00084,5/16/2021,32,M,US,Budget Shopper,1,507.06,1,1,user_c00084,user_c00084@gmail.com,000854pxskC
C00085,2/28/2022,47,M,US,Budget Shopper,0,505.25,1,1,user_c00085,user_c00085@gmail.com,000861ITtNZ
C00086,6/3/2022,38,M,US,Premium,0,1891.49,1,0,user_c00086,user_c00086@gmail.com,00087PHaQ0J
C00087,8/25/2022,33,F,US,Regular,0,1090.15,1,0,user_c00087,user_c00087@gmail.com,00088t7Qg84
C00088,6/30/2023,32,F,CA,Budget Shopper,0,330.08,1,0,user_c00088,user_c00088@gmail.com,00089iqh4gV
C00089,3/23/2023,33,Prefer not to say,DE,Regular,1,967.35,1,1,user_c00089,user_c00089@gmail.com,00090JjrsMn
C00090,2/24/2022,35,M,CA,Budget Shopper,0,360.83,1,1,user_c00090,user_c00090@gmail.com,00091TvnRO2
C00091,6/30/2021,34,M,US,Premium,1,1874.02,1,1,user_c00091,user_c00091@gmail.com,00092qGFq56
C00092,5/15/2024,28,M,JP,Regular,0,479.16,1,1,user_c00092,user_c00092@gmail.com,000932dfOB1
C00093,5/12/2024,44,F,FR,Regular,1,981.95,0,1,user_c00093,user_c00093@gmail.com,00094rcavXi
C00094,2/15/2021,44,M,BR,Regular,0,1233.52,1,0,user_c00094,user_c00094@gmail.com,00095OqkVCJ
C00095,9/19/2022,56,M,US,Regular,0,1148.89,1,1,user_c00095,user_c00095@gmail.com,00096TBJahe
C00096,1/2/2021,27,F,JP,Regular,0,1398.07,1,1,user_c00096,user_c00096@gmail.com,0009784S5jI
C00097,3/21/2023,42,M,FR,Budget Shopper,0,380.91,1,1,user_c00097,user_c00097@gmail.com,00098c1xLJj
C00098,2/11/2022,18,F,UK,Budget Shopper,1,440.16,1,1,user_c00098,user_c00098@gmail.com,00099Bictx5
C00099,7/4/2024,44,F,US,Occasional Visitor,1,983.43,1,1,user_c00099,user_c00099@gmail.com,001007Y3c5w
C00100,11/2/2022,18,F,US,VIP,0,4891.76,0,1,user_c00100,user_c00100@gmail.com,00101nRpQgw
C00101,6/10/2021,23,M,IN,Premium,0,2511,1,0,user_c00101,user_c00101@gmail.com,00102XJ43AN
C00102,10/29/2023,38,M,US,Budget Shopper,1,764.27,1,0,user_c00102,user_c00102@gmail.com,00103Vj77p3
C00103,9/29/2024,27,F,DE,Occasional Visitor,0,749.16,1,0,user_c00103,user_c00103@gmail.com,00104kZZl4A
C00104,7/25/2021,25,M,FR,Premium,0,2109.52,0,0,user_c00104,user_c00104@gmail.com,00105blV7vY
C00105,8/8/2020,29,M,AU,Premium,0,1804.22,1,1,user_c00105,user_c00105@gmail.com,001067AZQ3V
C00106,4/22/2023,43,F,US,Regular,0,1020.47,0,0,user_c00106,user_c00106@gmail.com,00107ZprkYS
C00107,1/18/2021,23,M,BR,Budget Shopper,0,627.72,0,0,user_c00107,user_c00107@gmail.com,00108gy3c2E
C00108,2/14/2024,34,M,US,Budget Shopper,0,571.7,1,1,user_c00108,user_c00108@gmail.com,00109om06Dw
C00109,5/10/2021,30,F,IN,VIP,0,6790.72,0,1,user_c00109,user_c00109@gmail.com,00110t0Y3oo
C00110,8/28/2023,44,F,UK,Regular,0,1199.23,1,0,user_c00110,user_c00110@gmail.com,00111bQmzvr
C00111,7/29/2023,45,M,US,Budget Shopper,0,219.9,1,1,user_c00111,user_c00111@gmail.com,001123e9Xrw
C00112,8/27/2022,18,F,US,Regular,0,1273,1,0,user_c00112,user_c00112@gmail.com,00113PGzR1I
C00113,5/24/2024,47,Prefer not to say,AU,Regular,0,1128.67,1,1,user_c00113,user_c00113@gmail.com,00114v8bh4q
C00114,10/14/2023,27,M,CA,Budget Shopper,0,500.21,1,0,user_c00114,user_c00114@gmail.com,00115lL9qcg
C00115,4/29/2020,37,F,US,VIP,0,6522.79,1,1,user_c00115,user_c00115@gmail.com,00116MBwUYu
C00116,9/9/2021,23,M,US,Premium,0,2235.38,1,0,user_c00116,user_c00116@gmail.com,00117BMGhy5
C00117,4/29/2023,39,Non-binary,DE,Premium,0,2747.8,0,1,user_c00117,user_c00117@gmail.com,00118KmqcTB
C00118,11/4/2023,65,M,US,Regular,1,803.9,1,1,user_c00118,user_c00118@gmail.com,00119aH7ZIR
C00119,8/3/2022,36,M,US,Regular,0,682.48,1,1,user_c00119,user_c00119@gmail.com,00120U8VVQm
C00120,3/31/2021,29,Prefer not to say,FR,Regular,0,935.33,1,0,user_c00120,user_c00120@gmail.com,00121xBe8Q6
C00121,12/27/2021,32,F,US,Regular,0,1013.74,0,1,user_c00121,user_c00121@gmail.com,00122vNuQ2h
C00122,1/1/2023,18,M,US,Budget Shopper,1,568.5,1,0,user_c00122,user_c00122@gmail.com,00123U5tGtQ
C00123,3/31/2023,52,F,UK,Regular,0,798.2,0,0,user_c00123,user_c00123@gmail.com,00124AuzSsJ
C00124,3/25/2024,38,F,CA,Budget Shopper,0,688.37,1,1,user_c00124,user_c00124@gmail.com,00125imAQ8y
C00125,4/29/2021,22,F,CA,Regular,0,834.46,1,0,user_c00125,user_c00125@gmail.com,00126RV5lNK
C00126,5/21/2022,22,M,US,Regular,0,1075.76,1,0,user_c00126,user_c00126@gmail.com,00127tzJ1at
C00127,12/14/2021,35,M,UK,Budget Shopper,0,501.45,1,0,user_c00127,user_c00127@gmail.com,00128snBYLM
C00128,5/10/2024,46,Non-binary,US,Budget Shopper,0,537.41,1,0,user_c00128,user_c00128@gmail.com,00129PuDCCR
C00129,7/31/2021,21,M,UK,Regular,0,1223.97,0,1,user_c00129,user_c00129@gmail.com,00130nGEY59
C00130,10/9/2021,48,M,US,Budget Shopper,0,782.76,1,0,user_c00130,user_c00130@gmail.com,00131YVkQfs
C00131,1/15/2021,33,M,US,VIP,0,4246.71,1,1,user_c00131,user_c00131@gmail.com,00132GQONvf
C00132,5/15/2021,23,M,DE,Regular,0,1186,1,0,user_c00132,user_c00132@gmail.com,0013308WpRt
C00133,4/2/2023,29,F,US,Regular,0,1077.02,1,1,user_c00133,user_c00133@gmail.com,00134oZmjbc
C00134,11/1/2022,55,M,JP,Regular,0,1370.3,1,0,user_c00134,user_c00134@gmail.com,00135pEN2Xe
C00135,12/13/2022,18,M,MX,Budget Shopper,0,556.11,1,1,user_c00135,user_c00135@gmail.com,00136DA4OKm
C00136,11/7/2024,26,M,US,Occasional Visitor,1,843.95,1,1,user_c00136,user_c00136@gmail.com,00137TSyFzp
C00137,7/7/2022,46,M,DE,Regular,0,689.2,1,0,user_c00137,user_c00137@gmail.com,00138jPSa5W
C00138,2/1/2021,37,M,DE,Premium,1,2128.12,1,0,user_c00138,user_c00138@gmail.com,001393X4gXB
C00139,4/25/2022,25,M,US,Budget Shopper,0,377.93,1,0,user_c00139,user_c00139@gmail.com,00140olZ9SH
C00140,10/19/2023,46,F,US,Regular,0,977.03,1,1,user_c00140,user_c00140@gmail.com,00141DdJp62
C00141,11/6/2022,47,M,MX,Regular,0,872.88,1,1,user_c00141,user_c00141@gmail.com,00142hDiZDQ
C00142,8/3/2020,38,M,US,VIP,0,4352.27,1,0,user_c00142,user_c00142@gmail.com,00143HJMu8W
C00143,5/31/2023,27,F,CA,Regular,0,986.98,1,0,user_c00143,user_c00143@gmail.com,001445CN0U5
C00144,8/10/2023,29,F,CA,Regular,0,991.78,1,0,user_c00144,user_c00144@gmail.com,00145GB16JC
C00145,11/15/2021,38,F,US,Budget Shopper,0,463.22,0,0,user_c00145,user_c00145@gmail.com,001465kV3EC
C00146,12/12/2022,19,Prefer not to say,CA,Regular,0,844.79,1,0,user_c00146,user_c00146@gmail.com,00147qWp1Or
C00147,12/21/2022,50,M,BR,Regular,0,1110.18,0,1,user_c00147,user_c00147@gmail.com,00148XXHFOp
C00148,8/12/2021,55,M,US,Regular,0,851.98,1,1,user_c00148,user_c00148@gmail.com,00149rCeTsp
C00149,1/12/2021,32,M,US,Budget Shopper,0,425.14,1,0,user_c00149,user_c00149@gmail.com,00150rvu5If
C00150,7/5/2022,39,M,US,Premium,0,2369.89,0,1,user_c00150,user_c00150@gmail.com,00151ijoySj
C00151,2/24/2022,49,Prefer not to say,FR,VIP,0,1773.02,1,0,user_c00151,user_c00151@gmail.com,00152TneAAv
C00152,6/30/2023,58,F,CA,Budget Shopper,0,811.44,1,1,user_c00152,user_c00152@gmail.com,00153IDAdn1
C00153,4/27/2022,53,F,UK,Regular,0,1244.31,0,0,user_c00153,user_c00153@gmail.com,00154Ay5XL8
C00154,10/20/2022,18,Prefer not to say,AU,Budget Shopper,0,539.98,1,0,user_c00154,user_c00154@gmail.com,00155Sb24WK
C00155,6/6/2023,31,F,MX,Premium,0,2086.9,0,0,user_c00155,user_c00155@gmail.com,00156yEa8wt
C00156,10/15/2021,41,M,US,Budget Shopper,0,511.75,1,0,user_c00156,user_c00156@gmail.com,00157Wy2591
C00157,4/12/2022,29,F,AU,Premium,0,1674.07,1,1,user_c00157,user_c00157@gmail.com,00158AIVVIZ
C00158,6/17/2020,56,M,US,Premium,0,2694.14,1,0,user_c00158,user_c00158@gmail.com,00159M5oFor
C00159,3/24/2020,54,M,US,Premium,0,1389.73,1,0,user_c00159,user_c00159@gmail.com,00160BFbyvQ
C00160,5/6/2024,25,F,US,Budget Shopper,0,341.39,1,1,user_c00160,user_c00160@gmail.com,00161RZzUk1
C00161,6/14/2020,33,Non-binary,US,VIP,0,4112.59,0,1,user_c00161,user_c00161@gmail.com,00162D6iNIb
C00162,4/17/2023,26,F,BR,Budget Shopper,0,688.74,1,0,user_c00162,user_c00162@gmail.com,001636zLKQb
C00163,10/19/2022,32,M,UK,Budget Shopper,0,362.27,0,1,user_c00163,user_c00163@gmail.com,00164fPBi3D
C00164,10/30/2023,32,F,CA,Regular,0,1191.76,1,1,user_c00164,user_c00164@gmail.com,00165ldqyun
C00165,11/29/2022,46,F,US,Regular,1,532.73,1,1,user_c00165,user_c00165@gmail.com,00166DuvW4y
C00166,6/8/2022,24,F,US,Premium,0,2414.89,0,1,user_c00166,user_c00166@gmail.com,00167rW81Aq
C00167,2/14/2023,18,M,JP,Premium,0,3441.11,0,1,user_c00167,user_c00167@gmail.com,001681fEbVI
C00168,11/25/2023,18,M,IN,Regular,0,1237.57,1,0,user_c00168,user_c00168@gmail.com,00169d8woPe
C00169,7/22/2024,22,M,UK,Occasional Visitor,0,385.38,0,1,user_c00169,user_c00169@gmail.com,00170X9PcWb
C00170,7/27/2021,27,F,US,Budget Shopper,0,505.44,1,0,user_c00170,user_c00170@gmail.com,001718pm1bN
C00171,8/5/2021,37,Prefer not to say,US,Regular,0,972.4,1,0,user_c00171,user_c00171@gmail.com,00172jpiEQh
C00172,9/27/2022,22,M,MX,Budget Shopper,1,653.3,1,0,user_c00172,user_c00172@gmail.com,00173K8nDSq
C00173,4/20/2022,20,M,US,VIP,0,4874.79,1,0,user_c00173,user_c00173@gmail.com,00174XxkMM9
C00174,5/2/2023,23,M,US,Budget Shopper,0,319.98,1,1,user_c00174,user_c00174@gmail.com,00175VThX0k
C00175,10/1/2023,21,F,DE,Budget Shopper,0,482.96,0,1,user_c00175,user_c00175@gmail.com,001769tgLb7
C00176,5/12/2021,28,F,JP,Regular,1,908.55,1,1,user_c00176,user_c00176@gmail.com,00177tKR69y
C00177,9/9/2023,27,F,US,Occasional Visitor,0,367.96,1,1,user_c00177,user_c00177@gmail.com,00178z8TmeL
C00178,7/10/2020,43,M,AU,VIP,0,4782.19,0,0,user_c00178,user_c00178@gmail.com,00179S1OpgS
C00179,11/21/2021,23,M,US,Premium,1,2402.67,1,1,user_c00179,user_c00179@gmail.com,00180Xt2RMZ
C00180,3/19/2022,30,Non-binary,DE,VIP,0,5476.66,1,1,user_c00180,user_c00180@gmail.com,00181hYKYcw
C00181,5/27/2020,28,F,US,VIP,0,6271.88,1,0,user_c00181,user_c00181@gmail.com,00182IBQxeG
C00182,1/14/2024,44,M,IN,Regular,0,1022.79,1,1,user_c00182,user_c00182@gmail.com,00183Pva2A0
C00183,4/23/2023,33,M,FR,Regular,0,687.15,0,1,user_c00183,user_c00183@gmail.com,00184FgB9xO
C00184,8/17/2022,47,M,JP,Premium,0,1897.99,1,0,user_c00184,user_c00184@gmail.com,0018551DTjB
C00185,2/16/2020,21,M,UK,Premium,0,2388.83,1,0,user_c00185,user_c00185@gmail.com,00186lUH9Pr
C00186,1/9/2024,34,M,BR,Regular,0,1434.19,1,1,user_c00186,user_c00186@gmail.com,00187NZ6IXE
C00187,5/23/2024,28,F,CA,Budget Shopper,0,500.49,1,1,user_c00187,user_c00187@gmail.com,00188DB0ULr
C00188,5/8/2023,20,M,UK,Premium,0,2320.68,1,0,user_c00188,user_c00188@gmail.com,00189u2p17f
C00189,6/28/2021,34,M,US,Budget Shopper,0,470.45,1,1,user_c00189,user_c00189@gmail.com,00190r4CpWD
C00190,5/16/2021,55,F,AU,VIP,0,4989.76,1,0,user_c00190,user_c00190@gmail.com,00191KNQyvb
C00191,7/30/2022,24,M,UK,Budget Shopper,1,738.81,1,1,user_c00191,user_c00191@gmail.com,00192F2ulFn
C00192,5/29/2024,33,F,CA,Budget Shopper,0,489.45,0,1,user_c00192,user_c00192@gmail.com,00193wZqvr4
C00193,8/31/2022,19,F,DE,Premium,0,2241.85,1,0,user_c00193,user_c00193@gmail.com,00194MS4rJa
C00194,9/11/2023,18,M,AU,Budget Shopper,0,504.78,1,0,user_c00194,user_c00194@gmail.com,00195H8mfpU
C00195,6/23/2022,25,F,CA,Budget Shopper,0,415.46,1,0,user_c00195,user_c00195@gmail.com,00196AFJWpS
C00196,4/10/2024,29,M,CA,Regular,1,670.64,1,0,user_c00196,user_c00196@gmail.com,00197EPTFCY
C00197,3/19/2023,30,M,CA,VIP,0,2825,1,0,user_c00197,user_c00197@gmail.com,00198bfsozS
C00198,10/27/2023,32,M,CA,Budget Shopper,0,409.15,0,1,user_c00198,user_c00198@gmail.com,00199ptQLxE
C00199,11/6/2023,18,F,UK,Regular,0,1424.84,1,1,user_c00199,user_c00199@gmail.com,00200JHwBVJ
C00200,4/11/2022,27,M,AU,Premium,0,3100.25,1,0,user_c00200,user_c00200@gmail.com,00201vwSDrt
C00201,7/26/2023,41,F,AU,Occasional Visitor,0,576.8,1,0,user_c00201,user_c00201@gmail.com,00202qohUmu
C00202,12/30/2021,18,M,UK,Regular,0,1056.51,1,1,user_c00202,user_c00202@gmail.com,00203hVI8WS
C00203,9/8/2023,30,F,US,Budget Shopper,0,516.44,1,1,user_c00203,user_c00203@gmail.com,00204lmnVEr
C00204,2/22/2022,38,M,US,Budget Shopper,0,409.38,1,1,user_c00204,user_c00204@gmail.com,00205ULWHMs
C00205,8/8/2021,25,M,IN,Budget Shopper,0,663.59,1,0,user_c00205,user_c00205@gmail.com,00206g1msox
C00206,4/23/2024,39,F,BR,Budget Shopper,0,595.25,1,0,user_c00206,user_c00206@gmail.com,00207ltaTIi
C00207,9/15/2021,18,M,US,Premium,0,2616.52,1,1,user_c00207,user_c00207@gmail.com,00208rcdJsS
C00208,1/4/2024,45,M,JP,Budget Shopper,0,508.56,1,1,user_c00208,user_c00208@gmail.com,002098iO3WF
C00209,12/29/2021,39,F,US,Regular,1,670.17,0,0,user_c00209,user_c00209@gmail.com,00210g3aKsE
C00210,4/3/2021,35,F,BR,Premium,1,3214.18,1,1,user_c00210,user_c00210@gmail.com,00211ECvl9d
C00211,3/15/2022,48,F,JP,Regular,0,1259.64,1,0,user_c00211,user_c00211@gmail.com,00212q83Eh0
C00212,7/13/2022,31,M,UK,Budget Shopper,0,551.16,0,0,user_c00212,user_c00212@gmail.com,00213ezFeKO
C00213,1/14/2021,27,M,JP,Premium,0,1957.23,1,1,user_c00213,user_c00213@gmail.com,00214RdjjZK
C00214,11/4/2022,51,M,CA,Premium,0,2009.27,1,0,user_c00214,user_c00214@gmail.com,002158tfphJ
C00215,2/20/2021,57,M,US,Premium,0,2696.73,1,0,user_c00215,user_c00215@gmail.com,00216WAMMYN
C00216,7/18/2022,26,M,AU,Budget Shopper,0,637.78,1,1,user_c00216,user_c00216@gmail.com,00217oXHyC6
C00217,1/4/2024,33,M,US,Budget Shopper,0,715.61,1,0,user_c00217,user_c00217@gmail.com,00218Ct3LBt
C00218,7/11/2021,47,M,US,VIP,0,4080.79,1,0,user_c00218,user_c00218@gmail.com,00219KNdN9V
C00219,1/14/2021,34,F,US,Regular,0,1056.31,1,0,user_c00219,user_c00219@gmail.com,00220g8WnOn
C00220,1/1/2021,42,M,DE,Regular,0,524.06,0,1,user_c00220,user_c00220@gmail.com,00221qQfkpl
C00221,7/11/2022,44,M,FR,Regular,0,423.19,1,1,user_c00221,user_c00221@gmail.com,00222JekaAC
C00222,4/7/2022,28,M,IN,Premium,0,2714.63,1,1,user_c00222,user_c00222@gmail.com,00223SMEsco
C00223,11/27/2024,40,M,BR,Occasional Visitor,0,629.34,1,1,user_c00223,user_c00223@gmail.com,00224sTsS3D
C00224,6/16/2021,34,F,IN,Budget Shopper,0,253.35,1,1,user_c00224,user_c00224@gmail.com,00225eRo7qY
C00225,11/23/2021,20,M,DE,VIP,0,3546.3,1,1,user_c00225,user_c00225@gmail.com,00226YOLQZ7
C00226,1/4/2022,23,M,BR,Budget Shopper,0,542.85,1,0,user_c00226,user_c00226@gmail.com,00227mBhIoP
C00227,7/29/2022,27,F,US,Regular,0,1205.58,1,1,user_c00227,user_c00227@gmail.com,00228j6r0je
